Year,Agency,Country,Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Acquisition Value,Current Value
2020,Defense Logistics Agency (DLA),Moldova,"CONTAINERS, PACKAGING, AND PACKING SUPPLIES",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,"PERSONAL CLOTHING, GEAR AND EQUIPMENT",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,ORGANIZATIONAL EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,FACILITIES SUPPORT EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,TRAINING AIDS AND DEVICES,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,"ADP EQUIPMENT, SOFTWARE, SUPPLIES AND SUPPORT EQUIPMENT",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,CAMOUFLAGE AND DECEPTION EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,VEHICULAR EQUIPMENT COMPONENTS,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,"ENGINES, TURBINES AND COMPONENTS",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,METALWORKING MACHINERY,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,LAUNDRY AND CLEANING EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,RESCUE AND SAFETY EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,WATER PURIFICATION EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,"HOSE, PIPE, TUBE' LUBRICATION AND RAILING FITTINGS",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,MAINTENANCE AND REPAIR SHOP EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,MISCELLANEOUS CONSTRUCTION MATERIAL,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,COMMUNICATION EQUIPMENT,Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Defense Logistics Agency (DLA),Moldova,"WIRE AND CABLE, ELEC",Service Authorized to Supply EDA,6/4/2020,NA,NA,NA,NA,NA,266594.15,79978.25
2020,Navy,Switzerland,SUU-63 PYLON,Service Authorized to Supply EDA,11/25/2019,10,10,0,0,0,1300460,780523.6
2020,Defense Logistics Agency (DLA),Tunisia,"Truck Fire Fighting, P19A",Service Authorized to Supply EDA,5/11/2020,NA,NA,NA,NA,NA,487685.43,146305.63
2020,Defense Logistics Agency (DLA),Tunisia,Trucks and Truck Tractors,Service Authorized to Supply EDA,5/11/2020,NA,NA,NA,NA,NA,33535,10060.5
2020,Defense Logistics Agency (DLA),Tunisia,"Material Handling Equip, Nonself-Propel",Service Authorized to Supply EDA,5/11/2020,1,1,0,0,0,20502,10251
2020,Defense Logistics Agency (DLA),Tunisia,"Truck, Tank R11",Service Authorized to Supply EDA,5/11/2020,NA,NA,NA,NA,NA,94124.96,28237.49
2019,Defense Logistics Agency (DLA),Argentina,Standard Cargo Truck 2.5 Ton - Without Winch,Service Authorized to Supply EDA,10/22/2019,42,42,0,0,0,4394292,878858.4
2019,Army,Argentina,RIFLES 5.56MILL M16A4,Service Authorized to Supply EDA,6/6/2019,2100,2100,0,0,0,1572900,157290
2019,Defense Logistics Agency (DLA),Argentina,Prefabricated Structures and Scaffolding,Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,"Communication, Detection and Cherent Radiation Equipment",Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,Electrical and Electronic Equipment Components,Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,"Fiber Optics Materials, Components, Assemblies and Accessories",Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,"Alarm, Signal and Security Detection Systems",Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,Automatic Data Processing Equipment,Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,Camouflage and Deception Equipment,Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,Miscellaneous Construction Equipment,Service Authorized to Supply EDA,12/30/2019,NA,NA,NA,NA,NA,153808.29,46142.49
2019,Defense Logistics Agency (DLA),Argentina,"CARRIER, CARGO M973A1",Service Authorized to Supply EDA,12/16/2019,2,2,0,0,0,251938,125969
2019,Defense Logistics Agency (DLA),Argentina,"CARRIER, CARGO M973A1",Service Authorized to Supply EDA,12/16/2019,6,6,0,0,0,755814,75581.4
2019,Navy,Argentina,TC-12B AND UC-12B,Service Authorized to Supply EDA,5/11/2020,12,12,0,0,0,47424000,4742400
2019,Navy,Argentina,P-3C Orion Aircraft,Service Authorized to Supply EDA,8/28/2019,6,6,0,0,0,178980000,17898000
2019,Defense Logistics Agency (DLA),Argentina,Standard Cargo Truck 2.5 Ton - Without Winch,Service Authorized to Supply EDA,10/22/2019,6,6,0,0,0,627756,188326.8
2019,Defense Logistics Agency (DLA),Argentina,Standard Cargo Truck 2.5 Ton- Without Winch,Service Authorized to Supply EDA,10/22/2019,2,2,0,0,0,209252,20925.2
2019,Navy,Bahrain,FFG 49,Service Authorized to Supply EDA,12/3/2019,1,1,0,0,0,161002000,8450100
2019,Army,Bahrain,"Ctg., 5.56mm Ball, M855",EDA Accepted/LOA Implemented,9/26/2019,56000,56000,0,0,0,22400,6720
2019,Army,Bahrain,"Det Perc M1A2, 15 Sec Delay",EDA Accepted/LOA Implemented,9/26/2019,3143,3143,0,0,0,61759.95,18527.98
2019,Army,Bahrain,Det Perc M2A1 8 Sec Delay,EDA Accepted/LOA Implemented,9/26/2019,4335,4335,0,0,0,100008.45,30002.53
2019,Army,Bahrain,"Charge, Demolition, Block 8 lb TNT",EDA Accepted/LOA Implemented,9/26/2019,500,500,0,0,0,1050,315
2019,Army,Bahrain,M240B Machine Gun,Service Authorized to Supply EDA,5/3/2019,300,300,0,0,0,2378100,237810
2019,Army,Bahrain,"Cartridge, 22 cal Ball LR",EDA Accepted/LOA Implemented,9/26/2019,2581607,2581607,0,0,0,51632.14,15489.64
2019,Army,Bahrain,"Cartridge, 7.62mm Spec Ball",EDA Accepted/LOA Implemented,9/26/2019,22976,22976,0,0,0,15164.16,4549.25
2019,Army,Bahrain,"Cartridge, 7.62mm Match M852",EDA Accepted/LOA Implemented,9/26/2019,100000,100000,0,0,0,66000,19800
2019,Army,Bahrain,"Cartridge, .38 CAL Spec Ball",EDA Accepted/LOA Implemented,9/26/2019,5900062,5900062,0,0,0,2065021.7,619506.51
2019,Army,Bahrain,"Cartridge, 20mm TP-T M220 LKD",EDA Accepted/LOA Implemented,9/26/2019,1300,1300,0,0,0,5746,1723.8
2019,Army,Bahrain,"Cartridge, 20mm, HEI, M56A3, Linked-Paced with Cartridge, 20mm TP-T, M220 (7 to 1)",EDA Accepted/LOA Implemented,9/26/2019,25100,25100,0,0,0,169927,50978.1
2019,Army,Bahrain,"Cartridge, .50 cal TR M17 SNGL RD",EDA Accepted/LOA Implemented,9/26/2019,15575,15575,0,0,0,5607,1682.1
2019,Army,Bahrain,"Cartridge, .50 cal, 4 API, 1 API TR, LKD, M8",EDA Accepted/LOA Implemented,9/26/2019,1000,1000,0,0,0,420,126
2019,Army,Bahrain,"Cartridge, .50 cal, Short Range, Linked,4 Ball/1 Tracer, Practice",EDA Accepted/LOA Implemented,9/26/2019,1756419,1756419,0,0,0,7166189.52,2149856.86
2019,Army,Bahrain,"Ctg., 20mm HEI M56A3",EDA Accepted/LOA Implemented,9/26/2019,6000,6000,0,0,0,33000,9900
2019,Army,Bahrain,"Ctg., 20mm M55",EDA Accepted/LOA Implemented,12/10/2018,2500,2500,0,0,0,4525,1357.5
2019,Army,Bahrain,"Cartridge, 20mm HEI, M56A2",EDA Accepted/LOA Implemented,9/26/2019,163099,163099,0,0,0,797554.11,239266.23
2019,Army,Bahrain,"Cartridge, 20mm HEI,  M56A3",EDA Accepted/LOA Implemented,9/26/2019,78811,78811,0,0,0,265593.07,79677.92
2019,Army,Bahrain,"Cartridge, 20mm TP ",EDA Accepted/LOA Implemented,9/26/2019,2734,2734,0,0,0,8393.38,2518.01
2019,Army,Bahrain,"Demolition Kit, Blasting, Fight Position Excavator FAB M300 Manpacked",EDA Accepted/LOA Implemented,9/26/2019,4382,4382,0,0,0,1752800,525840
2019,Army,Bahrain,"Ctg., 40mm Red Smoke M713",EDA Accepted/LOA Implemented,9/26/2019,2634,2634,0,0,0,429447.36,128834.21
2019,Army,Bahrain,"Cartridge, 40mm Prac M781",EDA Accepted/LOA Implemented,9/26/2019,3488056,3488056,0,0,0,17021713.28,5106513.98
2019,Army,Bahrain,"Cartridge, 60mm HE M888 w/M935 Fuze",EDA Accepted/LOA Implemented,9/26/2019,113,113,0,0,0,43979.6,13193.88
2019,Army,Bahrain,"Cartridge, 50mm M766 Prac",EDA Accepted/LOA Implemented,9/26/2019,2750,2750,0,0,0,368500,110550
2019,Army,Bahrain,"Ctg., 81mm HE M889",EDA Accepted/LOA Implemented,9/26/2019,6252,6252,0,0,0,464898.72,139469.62
2019,Army,Bahrain,"Charge Propelling 155mm with Bag, XM119 or XM119E4, F/Howitzer M109",EDA Accepted/LOA Implemented,9/26/2019,93,93,0,0,0,5394,1618.2
2019,Army,Bahrain,Charge Prop 155mm M3A1,EDA Accepted/LOA Implemented,9/26/2019,2322,2322,0,0,0,89373.78,26812.13
2019,Army,Bahrain,Charge Prop 155mm White Bag M4A2,EDA Accepted/LOA Implemented,9/26/2019,1861,1861,0,0,0,207371.23,62211.37
2019,Army,Bahrain,"Projectile, 155mm HE M107",EDA Accepted/LOA Implemented,9/26/2019,115,115,0,0,0,71820.95,21546.29
2019,Army,Bahrain,"Flash Reducer, M2",EDA Accepted/LOA Implemented,9/26/2019,434005,434005,0,0,0,169261.95,50778.59
2019,Army,Bahrain,Projectile HE RAP M650 8 Inch,EDA Accepted/LOA Implemented,9/26/2019,474,474,0,0,0,490116,147034.8
2019,Army,Bahrain,Charge Prop WB M188A1,EDA Accepted/LOA Implemented,9/26/2019,159,159,0,0,0,51039,15311.7
2019,Army,Bahrain,"Flash Reducer, M2",EDA Accepted/LOA Implemented,9/26/2019,38061,38061,0,0,0,60897.6,18269.28
2019,Army,Bahrain,Grenade Hand Offensive MK3A1,EDA Accepted/LOA Implemented,9/26/2019,6494,6494,0,0,0,8312.32,2493.7
2019,Army,Bahrain,"Signal, Hand Fired, MK80 MOD2",EDA Accepted/LOA Implemented,9/26/2019,14105,14105,0,0,0,21580.65,6474.2
2019,Army,Bahrain,"Simulator, Projectile Air Burst for Disch",EDA Accepted/LOA Implemented,9/26/2019,9995,9995,0,0,0,2098.95,629.68
2019,Army,Bahrain,Flare Surface Trip M49,EDA Accepted/LOA Implemented,9/26/2019,20526,20526,0,0,0,801540.3,240462.09
2019,Army,Brazil,FIRE SUPPORT COMBINED ARMS TACTICAL TRAINER,Service Authorized to Supply EDA,5/9/2019,4,4,0,0,0,2028000,20800
2019,Army,Brazil,IMPROVED BOAT CRADLE,EDA Accepted/LOA Implemented,8/12/2019,6,6,0,0,0,132384,13238.4
2019,Army,Brazil,"BOAT, BRIDGE ERECTION, INBOARD ENGINE",Service Authorized to Supply EDA,8/12/2019,6,6,0,0,0,1260000,126000
2019,Navy,Brazil,F404-GE-400 ENGINE,Service Authorized to Supply EDA,3/25/2020,1,1,0,0,0,1500000,150000
2019,Navy,Cameroon,OUTFIT AND EQUIPMENT,Service Authorized to Supply EDA,4/18/2019,2,2,0,0,0,950080,95008
2019,Navy,Cameroon,ISLAND CLASS PATROL BOAT (WPB) WITH MID-LIFE EXTENSION,Service Authorized to Supply EDA,4/18/2019,2,2,0,0,0,40507844,4050785
2019,Air Force,Chile,C-130H Aircraft,Service Authorized to Supply EDA,5/3/2019,2,2,0,0,0,60000000,24000000
2019,Air Force,Colombia,"Aircraft, C-130H",Service Authorized to Supply EDA,5/7/2019,2,2,0,0,0,60000000,24000000
2019,Defense Logistics Agency (DLA),Djibouti,"SEMITRAILER, CARGO, M871A1",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,17921,8960.5
2019,Defense Logistics Agency (DLA),Djibouti,"SEMITRAILER, LOW BED (COMMERCIAL)",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,28075.05,14037.52
2019,Defense Logistics Agency (DLA),Djibouti,"CLEANER, VACUUM, SELF-PROPELLED",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,150375,15037.5
2019,Defense Logistics Agency (DLA),Djibouti,"TRAILER, VAN , COMMERCIAL",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,50000,15000
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK TRACTOR, COMMERCIAL",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,116776,23355.2
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, MAINTENANCE, COMMERCIAL",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,99120,19824
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, SERVICING PLATFROM, COMM",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,74753,14950.6
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, SERVICING PLATFROM, COMM",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,65599,13119.8
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, VAN EXP, 5 TON M934A1",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,145700,29140
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A1",Service Authorized to Supply EDA,1/17/2019,2,2,0,0,0,148900,44670
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, VAN",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,33082,16541
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A2",Service Authorized to Supply EDA,1/17/2019,3,3,0,0,0,201417,60425.1
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A2",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,67139,13427.8
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK VAN,2.5 TON, M1079 ",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,124607,37382.1
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK VAN,2.5 TON, M1079 ",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,124607,24921.4
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO, M1078",Service Authorized to Supply EDA,1/17/2019,4,4,0,0,0,418504,125551.2
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO, M1078",Service Authorized to Supply EDA,1/17/2019,7,7,0,0,0,732382,146476.4
2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, WRECKER  M1089",Service Authorized to Supply EDA,1/17/2019,1,1,0,0,0,268992,53798.4
